Ensembl;Gene symbol;Name;Biotype;Chromosome;Seq region start;Seq region end
ENSG00000270258;DUXAP4;"double homeobox A pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:32183]";Processed Pseudogene;10;45055656;45056268
ENSG00000255377;DUXAP5;"double homeobox A pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:32184]";Processed Pseudogene;11;119444991;119445519
ENSG00000258726;DUXAP6;"double homeobox A pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:32185]";Processed Pseudogene;15;92281484;92282084
ENSG00000232136;DUXAP7;"double homeobox A pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:32186]";Processed Pseudogene;20;18642782;18643634
ENSG00000271672;DUXAP8;"double homeobox A pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:32187]";Transcribed Processed Pseudogene;22;15826566;15827187
ENSG00000225210;DUXAP9;"double homeobox A pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:32188]";Transcribed Processed Pseudogene;14;19062316;19115270
ENSG00000270222;DUXAP11;"double homeobox A pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:51812]";Processed Pseudogene;16;59655602;59656336
ENSG00000282757;DUXB;"double homeobox B [Source:HGNC Symbol;Acc:HGNC:33345]";Unprocessed Pseudogene;16;75694434;75700152
ENSG00000107404;DVL1;"dishevelled segment polarity protein 1 [Source:HGNC Symbol;Acc:HGNC:3084]";Protein Coding;1;1335276;1349350
ENSG00000004975;DVL2;"dishevelled segment polarity protein 2 [Source:HGNC Symbol;Acc:HGNC:3086]";Protein Coding;17;7225341;7234545
ENSG00000161202;DVL3;"dishevelled segment polarity protein 3 [Source:HGNC Symbol;Acc:HGNC:3087]";Protein Coding;3;184155388;184173610
ENSG00000204348;DXO;"decapping exoribonuclease [Source:HGNC Symbol;Acc:HGNC:2992]";Protein Coding;6;31969810;31972292
ENSG00000170788;DYDC1;"DPY30 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23460]";Protein Coding;10;80336105;80356755
ENSG00000133665;DYDC2;"DPY30 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23468]";Protein Coding;10;80344745;80368073
ENSG00000141627;DYM;"dymeclin [Source:HGNC Symbol;Acc:HGNC:21317]";Protein Coding;18;49041474;49461347
ENSG00000178690;DYNAP;"dynactin associated protein [Source:HGNC Symbol;Acc:HGNC:26808]";Protein Coding;18;54587757;54599493
ENSG00000197102;DYNC1H1;"dynein cytoplasmic 1 heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2961]";Protein Coding;14;101964528;102050792
ENSG00000158560;DYNC1I1;"dynein cytoplasmic 1 intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:2963]";Protein Coding;7;95772506;96110322
ENSG00000077380;DYNC1I2;"dynein cytoplasmic 1 intermediate chain 2 [Source:HGNC Symbol;Acc:HGNC:2964]";Protein Coding;2;171687409;171748420
ENSG00000225137;DYNC1I2P1;"dynein cytoplasmic 1 intermediate chain 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:45012]";Processed Pseudogene;10;50264978;50266815
ENSG00000144635;DYNC1LI1;"dynein cytoplasmic 1 light intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:18745]";Protein Coding;3;32525971;32570874
ENSG00000135720;DYNC1LI2;"dynein cytoplasmic 1 light intermediate chain 2 [Source:HGNC Symbol;Acc:HGNC:2966]";Protein Coding;16;66720893;66751798
ENSG00000187240;DYNC2H1;"dynein cytoplasmic 2 heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2962]";Protein Coding;11;103109431;103479863
ENSG00000138036;DYNC2LI1;"dynein cytoplasmic 2 light intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:24595]";Protein Coding;2;43774039;43810010
ENSG00000088986;DYNLL1;"dynein light chain LC8-type 1 [Source:HGNC Symbol;Acc:HGNC:15476]";Protein Coding;12;120469850;120498493
ENSG00000205579;DYNLL1P1;"dynein light chain LC8-type 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20723]";Processed Pseudogene;14;81246295;81246563
ENSG00000235282;DYNLL1P3;"dynein light chain LC8-type 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:49654]";Processed Pseudogene;1;18513118;18513383
ENSG00000257231;DYNLL1P4;"dynein light chain LC8-type 1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:49655]";Processed Pseudogene;12;113789542;113789807
ENSG00000242151;DYNLL1P5;"dynein light chain LC8-type 1 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:49656]";Processed Pseudogene;3;154657294;154657563
ENSG00000248820;DYNLL1P6;"dynein light chain LC8-type 1 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:49657]";Processed Pseudogene;4;100041841;100042104
ENSG00000230614;DYNLL1P7;"dynein light chain LC8-type 1 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:49658]";Processed Pseudogene;7;85381118;85381375
ENSG00000264364;DYNLL2;"dynein light chain LC8-type 2 [Source:HGNC Symbol;Acc:HGNC:24596]";Protein Coding;17;58083415;58095536
ENSG00000125971;DYNLRB1;"dynein light chain roadblock-type 1 [Source:HGNC Symbol;Acc:HGNC:15468]";Protein Coding;20;34516409;34540958
ENSG00000168589;DYNLRB2;"dynein light chain roadblock-type 2 [Source:HGNC Symbol;Acc:HGNC:15467]";Protein Coding;16;80540734;80550760
ENSG00000146425;DYNLT1;"dynein light chain Tctex-type 1 [Source:HGNC Symbol;Acc:HGNC:11697]";Protein Coding;6;158636474;158644739
ENSG00000165169;DYNLT3;"dynein light chain Tctex-type 3 [Source:HGNC Symbol;Acc:HGNC:11694]";Protein Coding;X;37836757;37847637
ENSG00000232241;DYNLT3P1;"dynein light chain Tctex-type 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16571]";Processed Pseudogene;20;17479085;17479431
ENSG00000229758;DYNLT3P2;"dynein light chain Tctex-type 3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:37081]";Processed Pseudogene;2;128199901;128200195
ENSG00000157540;DYRK1A;"dual specificity tyrosine phosphorylation regulated kinase 1A [Source:HGNC Symbol;Acc:HGNC:3091]";Protein Coding;21;37365790;37517450
ENSG00000105204;DYRK1B;"dual specificity tyrosine phosphorylation regulated kinase 1B [Source:HGNC Symbol;Acc:HGNC:3092]";Protein Coding;19;39825350;39834201
ENSG00000127334;DYRK2;"dual specificity tyrosine phosphorylation regulated kinase 2 [Source:HGNC Symbol;Acc:HGNC:3093]";Protein Coding;12;67648338;67665406
ENSG00000143479;DYRK3;"dual specificity tyrosine phosphorylation regulated kinase 3 [Source:HGNC Symbol;Acc:HGNC:3094]";Protein Coding;1;206635536;206684419
ENSG00000010219;DYRK4;"dual specificity tyrosine phosphorylation regulated kinase 4 [Source:HGNC Symbol;Acc:HGNC:3095]";Protein Coding;12;4562204;4615302
ENSG00000135636;DYSF;"dysferlin [Source:HGNC Symbol;Acc:HGNC:3097]";Protein Coding;2;71453722;71686768
ENSG00000232125;DYTN;"dystrotelin [Source:HGNC Symbol;Acc:HGNC:23279]";Protein Coding;2;206651621;206718396
ENSG00000256061;DYX1C1;"dyslexia susceptibility 1 candidate 1 [Source:HGNC Symbol;Acc:HGNC:21493]";Protein Coding;15;55410525;55508234
ENSG00000261771;DYX1C1-CCPG1;"DYX1C1-CCPG1 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:43019]";Processed Transcript;15;55355248;55498360
ENSG00000089091;DZANK1;"double zinc ribbon and ankyrin repeat domains 1 [Source:HGNC Symbol;Acc:HGNC:15858]";Protein Coding;20;18383367;18467281
ENSG00000134874;DZIP1;"DAZ interacting zinc finger protein 1 [Source:HGNC Symbol;Acc:HGNC:20908]";Protein Coding;13;95578202;95644703
ENSG00000158163;DZIP1L;"DAZ interacting zinc finger protein 1 like [Source:HGNC Symbol;Acc:HGNC:26551]";Protein Coding;3;138061990;138115818
ENSG00000198919;DZIP3;"DAZ interacting zinc finger protein 3 [Source:HGNC Symbol;Acc:HGNC:30938]";Protein Coding;3;108589682;108694846
ENSG00000101412;E2F1;"E2F transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3113]";Protein Coding;20;33675683;33686404
ENSG00000007968;E2F2;"E2F transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3114]";Protein Coding;1;23506430;23531220
ENSG00000112242;E2F3;"E2F transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:3115]";Protein Coding;6;20401906;20493715
ENSG00000224707;E2F3-IT1;"E2F3 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41329]";Sense Intronic;6;20437821;20440178
ENSG00000267046;E2F3P1;"E2F transcription factor 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:3116]";Processed Pseudogene;17;35490009;35491238
ENSG00000203435;E2F3P2;"E2F transcription factor 3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:3117]";Processed Pseudogene;2;195994259;195995680
ENSG00000205250;E2F4;"E2F transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:3118]";Protein Coding;16;67192169;67198918
ENSG00000231276;E2F4P1;"E2F transcription factor 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38684]";Processed Pseudogene;6;39553811;39554943
ENSG00000133740;E2F5;"E2F transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:3119]";Protein Coding;8;85177225;85217158
ENSG00000169016;E2F6;"E2F transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:3120]";Protein Coding;2;11444375;11466177
ENSG00000234764;E2F6P1;"E2F transcription factor 6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51449]";Processed Pseudogene;22;18833694;18834438
ENSG00000224688;E2F6P2;"E2F transcription factor 6 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:51450]";Processed Pseudogene;22;21141624;21142371
ENSG00000226885;E2F6P3;"E2F transcription factor 6 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:51451]";Processed Pseudogene;22;21268161;21268903
ENSG00000231513;E2F6P4;"E2F transcription factor 6 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:51452]";Processed Pseudogene;X;136097835;136098348
ENSG00000165891;E2F7;"E2F transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:23820]";Protein Coding;12;77021247;77065580
ENSG00000129173;E2F8;"E2F transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:24727]";Protein Coding;11;19224063;19241620
ENSG00000167967;E4F1;"E4F transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3121]";Protein Coding;16;2223566;2235742
ENSG00000144597;EAF1;"ELL associated factor 1 [Source:HGNC Symbol;Acc:HGNC:20907]";Protein Coding;3;15427355;15450635
ENSG00000249786;EAF1-AS1;"EAF1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:42328]";Antisense;3;15436171;15455940
ENSG00000145088;EAF2;"ELL associated factor 2 [Source:HGNC Symbol;Acc:HGNC:23115]";Protein Coding;3;121835183;121886526
ENSG00000129518;EAPP;"E2F associated phosphoprotein [Source:HGNC Symbol;Acc:HGNC:19312]";Protein Coding;14;34515929;34539711
ENSG00000103356;EARS2;"glutamyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:29419]";Protein Coding;16;23522014;23557731
ENSG00000147654;EBAG9;"estrogen receptor binding site associated, antigen, 9 [Source:HGNC Symbol;Acc:HGNC:3123]";Protein Coding;8;109539711;109565996
ENSG00000233690;EBAG9P1;"estrogen receptor binding site associated, antigen, 9 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:45233]";Processed Pseudogene;10;99697407;99697949
ENSG00000164330;EBF1;"early B-cell factor 1 [Source:HGNC Symbol;Acc:HGNC:3126]";Protein Coding;5;158695916;159099761
ENSG00000221818;EBF2;"early B-cell factor 2 [Source:HGNC Symbol;Acc:HGNC:19090]";Protein Coding;8;25841730;26045397
ENSG00000108001;EBF3;"early B-cell factor 3 [Source:HGNC Symbol;Acc:HGNC:19087]";Protein Coding;10;129835283;129963841
ENSG00000088881;EBF4;"early B-cell factor 4 [Source:HGNC Symbol;Acc:HGNC:29278]";Protein Coding;20;2692878;2760108
ENSG00000105246;EBI3;"Epstein-Barr virus induced 3 [Source:HGNC Symbol;Acc:HGNC:3129]";Protein Coding;19;4229498;4237531
ENSG00000223601;EBLN1;"endogenous Bornavirus-like nucleoprotein 1 [Source:HGNC Symbol;Acc:HGNC:39430]";Protein Coding;10;22208814;22210021
ENSG00000255423;EBLN2;"endogenous Bornavirus-like nucleoprotein 2 [Source:HGNC Symbol;Acc:HGNC:25493]";Protein Coding;3;73061659;73063337
ENSG00000281649;EBLN3P;"endogenous Bornavirus-like nucleoprotein 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:50682]";Linc R N A;9;37079857;37090507
ENSG00000117395;EBNA1BP2;"EBNA1 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15531]";Protein Coding;1;43164175;43270936
ENSG00000147155;EBP;"emopamil binding protein (sterol isomerase) [Source:HGNC Symbol;Acc:HGNC:3133]";Protein Coding;X;48521158;48528716
ENSG00000123179;EBPL;"emopamil binding protein like [Source:HGNC Symbol;Acc:HGNC:18061]";Protein Coding;13;49660723;49691475
ENSG00000122882;ECD;"ecdysoneless cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:17029]";Protein Coding;10;73130155;73169055
ENSG00000117298;ECE1;"endothelin converting enzyme 1 [Source:HGNC Symbol;Acc:HGNC:3146]";Protein Coding;1;21217247;21345504
ENSG00000145194;ECE2;"endothelin converting enzyme 2 [Source:HGNC Symbol;Acc:HGNC:13275]";Protein Coding;3;184249650;184293031
ENSG00000171551;ECEL1;"endothelin converting enzyme like 1 [Source:HGNC Symbol;Acc:HGNC:3147]";Protein Coding;2;232479827;232487828
ENSG00000204121;ECEL1P1;"endothelin converting enzyme like 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:14017]";Unprocessed Pseudogene;2;232415818;232419816
ENSG00000244280;ECEL1P2;"endothelin converting enzyme like 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:14019]";Transcribed Unprocessed Pseudogene;2;232385750;232387457
ENSG00000230122;ECEL1P3;"endothelin converting enzyme like 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:14018]";Unprocessed Pseudogene;2;232349754;232351309
ENSG00000104823;ECH1;"enoyl-CoA hydratase 1 [Source:HGNC Symbol;Acc:HGNC:3149]";Protein Coding;19;38815422;38832005
ENSG00000093144;ECHDC1;"ethylmalonyl-CoA decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:21489]";Protein Coding;6;127288710;127343609
ENSG00000121310;ECHDC2;"enoyl-CoA hydratase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23408]";Protein Coding;1;52895910;52927212
ENSG00000134463;ECHDC3;"enoyl-CoA hydratase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:23489]";Protein Coding;10;11742366;11764070
ENSG00000127884;ECHS1;"enoyl-CoA hydratase, short chain 1 [Source:HGNC Symbol;Acc:HGNC:3151]";Protein Coding;10;133362480;133373689
ENSG00000167969;ECI1;"enoyl-CoA delta isomerase 1 [Source:HGNC Symbol;Acc:HGNC:2703]";Protein Coding;16;2239395;2252300
ENSG00000198721;ECI2;"enoyl-CoA delta isomerase 2 [Source:HGNC Symbol;Acc:HGNC:14601]";Protein Coding;6;4115689;4135597
ENSG00000143369;ECM1;"extracellular matrix protein 1 [Source:HGNC Symbol;Acc:HGNC:3153]";Protein Coding;1;150508062;150513789
ENSG00000270639;ECM1P1;"extracellular matrix protein 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49736]";Processed Pseudogene;9;4768617;4769895
ENSG00000249995;ECM1P2;"extracellular matrix protein 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:49737]";Processed Pseudogene;4;12639086;12641009
ENSG00000106823;ECM2;"extracellular matrix protein 2 [Source:HGNC Symbol;Acc:HGNC:3154]";Protein Coding;9;92493554;92536655
ENSG00000249751;ECSCR;"endothelial cell surface expressed chemotaxis and apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:35454]";Protein Coding;5;139448556;139462743
ENSG00000130159;ECSIT;"ECSIT signalling integrator [Source:HGNC Symbol;Acc:HGNC:29548]";Protein Coding;19;11505916;11529174
ENSG00000114346;ECT2;"epithelial cell transforming 2 [Source:HGNC Symbol;Acc:HGNC:3155]";Protein Coding;3;172750682;172821474
ENSG00000203734;ECT2L;"epithelial cell transforming 2 like [Source:HGNC Symbol;Acc:HGNC:21118]";Protein Coding;6;138795926;138904070
ENSG00000158813;EDA;"ectodysplasin A [Source:HGNC Symbol;Acc:HGNC:3157]";Protein Coding;X;69616067;70039469
ENSG00000131080;EDA2R;"ectodysplasin A2 receptor [Source:HGNC Symbol;Acc:HGNC:17756]";Protein Coding;X;66595637;66639298
ENSG00000135960;EDAR;"ectodysplasin A receptor [Source:HGNC Symbol;Acc:HGNC:2895]";Protein Coding;2;108894471;108989372
ENSG00000186197;EDARADD;"EDAR associated death domain [Source:HGNC Symbol;Acc:HGNC:14341]";Protein Coding;1;236348257;236484914
ENSG00000179151;EDC3;"enhancer of mRNA decapping 3 [Source:HGNC Symbol;Acc:HGNC:26114]";Protein Coding;15;74630558;74696292
ENSG00000038358;EDC4;"enhancer of mRNA decapping 4 [Source:HGNC Symbol;Acc:HGNC:17157]";Protein Coding;16;67873023;67884503
ENSG00000181562;EDDM3A;"epididymal protein 3A [Source:HGNC Symbol;Acc:HGNC:16978]";Protein Coding;14;20731699;20748380
ENSG00000181552;EDDM3B;"epididymal protein 3B [Source:HGNC Symbol;Acc:HGNC:19223]";Protein Coding;14;20768427;20770948
ENSG00000234060;EDDM3CP;"epididymal protein 3C, pseudogene [Source:HGNC Symbol;Acc:HGNC:19224]";Processed Pseudogene;2;134319654;134320078
ENSG00000258963;EDDM3DP;"epididymal protein 3D, pseudogene [Source:HGNC Symbol;Acc:HGNC:37707]";Unprocessed Pseudogene;14;20734578;20735011
ENSG00000134109;EDEM1;"ER degradation enhancing alpha-mannosidase like protein 1 [Source:HGNC Symbol;Acc:HGNC:18967]";Protein Coding;3;5187646;5219957
ENSG00000088298;EDEM2;"ER degradation enhancing alpha-mannosidase like protein 2 [Source:HGNC Symbol;Acc:HGNC:15877]";Protein Coding;20;35115357;35147364
ENSG00000116406;EDEM3;"ER degradation enhancing alpha-mannosidase like protein 3 [Source:HGNC Symbol;Acc:HGNC:16787]";Protein Coding;1;184690231;184754913
ENSG00000107223;EDF1;"endothelial differentiation related factor 1 [Source:HGNC Symbol;Acc:HGNC:3164]";Protein Coding;9;136862119;136866286
ENSG00000164176;EDIL3;"EGF like repeats and discoidin domains 3 [Source:HGNC Symbol;Acc:HGNC:3173]";Protein Coding;5;83940554;84384793
ENSG00000127129;EDN2;"endothelin 2 [Source:HGNC Symbol;Acc:HGNC:3177]";Protein Coding;1;41478775;41484673
ENSG00000124205;EDN3;"endothelin 3 [Source:HGNC Symbol;Acc:HGNC:3178]";Protein Coding;20;59300427;59325992
ENSG00000151617;EDNRA;"endothelin receptor type A [Source:HGNC Symbol;Acc:HGNC:3179]";Protein Coding;4;147480917;147544954
ENSG00000136160;EDNRB;"endothelin receptor type B [Source:HGNC Symbol;Acc:HGNC:3180]";Protein Coding;13;77895481;77919768
ENSG00000225579;EDNRB-AS1;"EDNRB antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49045]";Linc R N A;13;77828222;77833950
ENSG00000107938;EDRF1;"erythroid differentiation regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:24640]";Protein Coding;10;125719515;125764143
ENSG00000236991;EDRF1-AS1;"EDRF1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49501]";Antisense;10;125725634;125752110
ENSG00000102189;EEA1;"early endosome antigen 1 [Source:HGNC Symbol;Acc:HGNC:3185]";Protein Coding;12;92770637;92929331
ENSG00000074266;EED;"embryonic ectoderm development [Source:HGNC Symbol;Acc:HGNC:3188]";Protein Coding;11;86244544;86278813
ENSG00000156508;EEF1A1;"eukaryotic translation elongation factor 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:3189]";Protein Coding;6;73515750;73523797
ENSG00000223822;EEF1A1P1;"eukaryotic translation elongation factor 1 alpha 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:3191]";Processed Pseudogene;21;23390258;23390996
ENSG00000258841;EEF1A1P2;"eukaryotic translation elongation factor 1 alpha 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:20008]";Processed Pseudogene;14;81661428;81662874
ENSG00000232587;EEF1A1P3;"eukaryotic translation elongation factor 1 alpha 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:3194]";Processed Pseudogene;13;28214513;28215897
ENSG00000245205;EEF1A1P4;"eukaryotic translation elongation factor 1 alpha 1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:3199]";Processed Pseudogene;12;19456244;19457648
ENSG00000196205;EEF1A1P5;"eukaryotic translation elongation factor 1 alpha 1 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:3200]";Processed Pseudogene;9;133019486;133020874
ENSG00000233476;EEF1A1P6;"eukaryotic translation elongation factor 1 alpha 1 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:3201]";Processed Pseudogene;7;22510616;22511999
ENSG00000268222;EEF1A1P7;"eukaryotic translation elongation factor 1 alpha 1 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:3202]";Processed Pseudogene;19;35382172;35384052
ENSG00000223529;EEF1A1P8;"eukaryotic translation elongation factor 1 alpha 1 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:3203]";Processed Pseudogene;3;184026369;184027756
ENSG00000249264;EEF1A1P9;"eukaryotic translation elongation factor 1 alpha 1 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:3204]";Processed Pseudogene;4;105484698;105486080
ENSG00000243746;EEF1A1P10;"eukaryotic translation elongation factor 1 alpha 1 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:3205]";Processed Pseudogene;7;144647186;144648575
ENSG00000228502;EEF1A1P11;"eukaryotic translation elongation factor 1 alpha 1 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:3206]";Processed Pseudogene;1;96446930;96448318
ENSG00000214199;EEF1A1P12;"eukaryotic translation elongation factor 1 alpha 1 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:3195]";Processed Pseudogene;2;106697331;106698676
ENSG00000250182;EEF1A1P13;"eukaryotic translation elongation factor 1 alpha 1 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:3196]";Processed Pseudogene;5;14651941;14653329
ENSG00000233057;EEF1A1P14;"eukaryotic translation elongation factor 1 alpha 1 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:3197]";Processed Pseudogene;1;194188967;194190342
ENSG00000213704;EEF1A1P15;"eukaryotic translation elongation factor 1 alpha 1 pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:3198]";Processed Pseudogene;X;98389512;98390919
ENSG00000213235;EEF1A1P16;"eukaryotic translation elongation factor 1 alpha 1 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:37889]";Processed Pseudogene;12;16990670;16992083
ENSG00000257907;EEF1A1P17;"eukaryotic translation elongation factor 1 alpha 1 pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:37890]";Processed Pseudogene;12;43659827;43661101
ENSG00000249855;EEF1A1P19;"eukaryotic translation elongation factor 1 alpha 1 pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:37892]";Processed Pseudogene;5;43495073;43496454
ENSG00000249963;EEF1A1P20;"eukaryotic translation elongation factor 1 alpha 1 pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:37893]";Processed Pseudogene;5;99996547;99997932
ENSG00000249542;EEF1A1P21;"eukaryotic translation elongation factor 1 alpha 1 pseudogene 21 [Source:HGNC Symbol;Acc:HGNC:37894]";Processed Pseudogene;4;29748757;29750100
